,Links,Judul,Deskripsi,Harga,Rating,Review
69,https://www.airbnb.com/rooms/32004560?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Apartement Bogor Valley 2 Bedrooms view Gn Salak,4 guests · 2 bedrooms · 2 beds · 1 bath,$28,4.74, (23 reviews)
70,https://www.airbnb.com/rooms/44703762?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,***Nice & Cozy Apartment***@ BSD City Tangsel,2 guests · Studio · 1 bed · 1 bath,$14,5.0, (5 reviews)
71,https://www.airbnb.com/rooms/46027386?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Villa Royanifer with private pool & great scenery,10 guests · 3 bedrooms · 3 beds · 2 baths,$140,4.80, (20 reviews)
72,https://www.airbnb.com/rooms/36984983?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,Mansion With A Million Dollar View @Sentul City,16 guests · 4 bedrooms · 9 beds · 6.5 baths,$657,4.87, (23 reviews)
73,https://www.airbnb.com/rooms/17886146?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,Home Sweet Home,13 guests · 4 bedrooms · 4 beds · 3 baths,$125,4.89, (18 reviews)
74,https://www.airbnb.com/rooms/38463116?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,"Villa Scarlet, Kuta Village Lody Complex",10 guests · 3 bedrooms · 3 beds · 2 baths,$92,4.70, (23 reviews)
75,https://www.airbnb.com/rooms/32771771?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,The Empire Sentul City,12 guests · 4 bedrooms · 9 beds · 3 baths,$120,4.80, (46 reviews)
76,https://www.airbnb.com/rooms/5815490?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,House @ Sentul City near Jungleland and G. Pancar,8 guests · 2 bedrooms · 2 beds · 2 baths,$47,4.86, (86 reviews)
77,https://www.airbnb.com/rooms/24479773?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,"Villa Bango Puncak 8BR, Your Own Private Villa",16 guests · 8 bedrooms · 18 beds · 5.5 baths,$386,4.80, (20 reviews)
78,https://www.airbnb.com/rooms/31211523?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,Villa Truly 2+Private Pool +6 BR (Max. 25 Person),16 guests · 6 bedrooms · 7 beds · 5 baths,$200,4.91, (34 reviews)
79,https://www.airbnb.com/rooms/27556663?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,Sakala Home,10 guests · 4 bedrooms · 4 beds · 3 baths,$221,4.67, (3 reviews)
80,https://www.airbnb.com/rooms/3646653?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,"Bogor Veranda, 50m2 Studio-typed room in Bogor.",3 guests · 1 bedroom · 2 beds · 1 bath,$35,4.93, (58 reviews)
81,https://www.airbnb.com/rooms/34137445?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,Rumah Nyaman,10 guests · 3 bedrooms · 4 beds · 4 baths,$65,4.84, (31 reviews)
82,https://www.airbnb.com/rooms/31393955?previous_page_section_name=1000&translate_ugc=false&federated_search_id=f7411906-6199-4551-bc44-3db192c6cd70,"VILLA AKIRA, Mountain View Getaway",16 guests · 4 bedrooms · 5 beds · 4.5 baths,$301,4.92, (26 reviews)
83,https://www.airbnb.com/rooms/24442712?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Vintage Room (1) in Joglo House By @penggemarlawas,3 guests · 1 bedroom · 1 bed · 1 private bath,$15,4.83, (30 reviews)
84,https://www.airbnb.com/rooms/39524056?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Villa MP A-Perfect place to enjoy the nature&relax,10 guests · 3 bedrooms · 3 beds · 3 baths,$125,4.95, (22 reviews)
85,https://www.airbnb.com/rooms/30762401?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,2-level poolside annex w fast wifi near Taman Mini,3 guests · 1 bedroom · 2 beds · 1 bath,$19,5.0, (9 reviews)
86,https://www.airbnb.com/rooms/30113785?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Villa Ardan - best mountain view and serenity,11 guests · 3 bedrooms · 4 beds · 2.5 baths,$119,4.50, (26 reviews)
87,https://www.airbnb.com/rooms/46784741?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Homieztplace.via 28,7 guests · 4 bedrooms · 7 beds · 1.5 baths,$84,5.0, (3 reviews)
88,https://www.airbnb.com/rooms/18062503?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,"Roemah Radja Ratoe. For Family, with speed wifi.",11 guests · 4 bedrooms · 10 beds · 3 baths,$264,4.94, (107 reviews)
89,https://www.airbnb.com/rooms/45809195?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Villa AL R  2+1BR +private pool,10 guests · 2 bedrooms · 2 beds · 3 baths,$175,5.0, (5 reviews)
90,https://www.airbnb.com/rooms/36250782?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,"Casa Rivela, 3 BR House 2mins to Rancamaya - Bogor",8 guests · 3 bedrooms · 4 beds · 2 baths,$98,4.80, (10 reviews)
91,https://www.airbnb.com/rooms/28400116?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Cozy Studio Room Apartment - The Oasis Cikarang,2 guests · Studio · 1 bed · 1 private bath,$13,4.67, (6 reviews)
92,https://www.airbnb.com/rooms/19643605?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,nDalem Julang Bogor - Javanese House 2BR,5 guests · 2 bedrooms · 2 beds · 2 baths,$52,4.87, (94 reviews)
93,https://www.airbnb.com/rooms/45647174?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ecea5a32-7f08-4c3a-b716-3942dc19eb9b,Refresh Home “feels like your home”,4 guests · 1 bedroom · 1 bed · 2 baths,$35,5.0, (5 reviews)
94,https://www.airbnb.com/rooms/40711001?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,Osaka House Villa Kota Bunga,6 guests · 3 bedrooms · 4 beds · 1 bath,$56,4.87, (23 reviews)
95,https://www.airbnb.com/rooms/44284027?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,Vimala Hills ZOM Private Luxury Megamendung Puncak,16 guests · 3 bedrooms · 9 beds · 2.5 baths,$142,4.62, (21 reviews)
96,https://www.airbnb.com/rooms/41014080?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,Cozy and Warm Shelter,4 guests · 1 bedroom · 2 beds · 1 bath,$30,5.0, (18 reviews)
97,https://www.airbnb.com/rooms/34656156?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,"Hunian ekslusif, nyaman, dengan view pegunungan",2 guests · Studio · 1 bed · 1 bath,$32,4.75, (4 reviews)
98,https://www.airbnb.com/rooms/21361329?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,"Sakala Home @Sentul City, Bogor",10 guests · 4 bedrooms · 4 beds · 3 baths,$221,4.73, (24 reviews)
99,https://www.airbnb.com/rooms/45834267?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fd65a4b-b374-4f18-9f25-6c039f5d6c63,Versatile House With Beautiful Garden Beyond,12 guests · 6 bedrooms · 9 beds · 3.5 baths,$105,5.0, (15 reviews)
