,Links,Judul,Deskripsi,Harga,Rating,Review
74,https://www.airbnb.com/rooms/47574111?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=37708c5e-da66-4a87-b866-05c681be9890,"Lux Branz Apartment near AEON & ICE, Best location",4 guests · 1 bedroom · 1 bed · 1 bath,$35,4.92, (13 reviews)
75,https://www.airbnb.com/rooms/40809069?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,BSD New Apartment near ICE BSD - Full furnished,2 guests · Studio · 1 bed · 1 bath,$26,4.71, (7 reviews)
76,https://www.airbnb.com/rooms/35021291?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,"Comfort Chic 2BR @ Luxury BRANZ, nxt to AEON, ICE",5 guests · 2 bedrooms · 2 beds · 1 bath,$63,4.94, (34 reviews)
77,https://www.airbnb.com/rooms/43252891?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,"Akasa, Cozy & Unique 1 BR Apartment",2 guests · 1 bedroom · 1 bed · 1.5 baths,$18,5.0, (4 reviews)
78,https://www.airbnb.com/rooms/37026109?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,"Stylish serenity
Modern minimalist stay",2 guests · Studio · 0 beds · 1 bath,$14,4.79, (29 reviews)
79,https://www.airbnb.com/rooms/31345331?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,akhemy homestay,5 guests · 3 bedrooms · 3 beds · 2 baths,$28,4.94, (16 reviews)
80,https://www.airbnb.com/rooms/16625360?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,Luxurious Dwelling for 10 guests+wifi & 2 Cable Tv,10 guests · 2 bedrooms · 6 beds · 1 bath,$19,4.90, (63 reviews)
81,https://www.airbnb.com/rooms/28069199?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,NEW One Bedroom Apartment in Bintaro,2 guests · 1 bedroom · 1 bed · 1 bath,$28,5.0, (20 reviews)
82,https://www.airbnb.com/rooms/34259539?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,"PrivateLift,Lexington,2BR,2BR,88m2, Unlimited Wifi",6 guests · 2 bedrooms · 2 beds · 2 baths,$50,4.83, (36 reviews)
83,https://www.airbnb.com/rooms/33064445?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,Bright apartment in Bintaro,3 guests · Studio · 1 bed · 1 bath,$27,4.95, (42 reviews)
84,https://www.airbnb.com/rooms/15428140?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,Apartement Bintaro Park View,3 guests · 1 bedroom · 0 beds · 1 bath,$27,4.92, (13 reviews)
85,https://www.airbnb.com/rooms/43792675?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,Apartemen Casa De Parco | STUDIO HOOK,4 guests · Studio · 2 beds · 1 bath,$22,4.61, (36 reviews)
86,https://www.airbnb.com/rooms/12603008?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,"2 BR Apartment @ Casa de Parco, BSD City",5 guests · 2 bedrooms · 2 beds · 1 bath,$30,5.0, (12 reviews)
87,https://www.airbnb.com/rooms/22152122?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=22edee75-584c-465e-b6ed-c299cd5668c8,Stay & Relax Apartment at TreePark BSD,2 guests · Studio · 1 bed · 1 bath,$17,4.83, (52 reviews)
88,https://www.airbnb.com/rooms/45112520?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,"The Accent Condominium, a gateway of happiness!",2 guests · 1 bedroom · 1 bed · 1 bath,$28,4.78, (9 reviews)
89,https://www.airbnb.com/rooms/45822072?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,Apartment Silktown Alexandria 2BR - Alam Sutera,3 guests · 2 bedrooms · 3 beds · 1 bath,$20,5.0, (13 reviews)
90,https://www.airbnb.com/rooms/36198989?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,New APT next to Supermall,2 guests · 1 bedroom · 1 bed · 1 bath,$25,4.83, (12 reviews)
91,https://www.airbnb.com/rooms/22152122?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,Stay & Relax Apartment at TreePark BSD,2 guests · Studio · 1 bed · 1 bath,$17,4.83, (52 reviews)
92,https://www.airbnb.com/rooms/14059909?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,"Altiz Apartment at Bintaro""pool-city view&cozy""",2 guests · Studio · 1 bed · 1 bath,$15,4.52, (31 reviews)
93,https://www.airbnb.com/rooms/39601591?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,"Akasa *NEW* Homey, Modern & Cozy Studio Apartment",2 guests · Studio · 1 bed · 1 bath,$17,5.0, (3 reviews)
94,https://www.airbnb.com/rooms/43792675?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,Apartemen Casa De Parco | STUDIO HOOK,4 guests · Studio · 2 beds · 1 bath,$22,4.61, (36 reviews)
95,https://www.airbnb.com/rooms/45812855?adults=1&previous_page_section_name=1000&translate_ugc=false&federated_search_id=e799b3fa-3358-4b19-8f6a-207f45e16f28,Scientia Residence - Apartment Gading Serpong,2 guests · 1 bedroom · 1 bed · 1 bath,$18,5.0, (34 reviews)
